


whisper '/Users/jzhang/Downloads/慧灯禅修课49 住动觉三要修法（临时版）.mp4' --model turbo

jzhang@jzhangs-MacBook-Pro tmp2 % whisper '/Users/jzhang/Downloads/慧灯禅修课49 住动觉三要修法（临时版）.mp4' --model turbo
100%|█████████████████████████████████████| 1.51G/1.51G [03:59<00:00, 6.75MiB/s]
[16:17.320 --> 16:19.880] 可以增长一点点这个知识啊
[16:19.880 --> 16:20.320] 知识
[16:20.320 --> 16:22.680] 但是永远都不知道啊
[16:22.680 --> 16:25.640] 这个宇宙的真正的这个啊
[16:25.640 --> 16:26.840] 它的呃
[16:26.840 --> 16:27.360] 内容
[16:27.360 --> 16:28.500] 它的意义是什么
[16:28.500 --> 16:30.180] 永远都没办法知道啊
[16:30.180 --> 16:32.880] 如果我们知道了新的这个啊
[16:32.880 --> 16:34.580] 这个奥秘这样子的话呢
[16:34.580 --> 16:36.200] 那么就知道了啊
[16:36.200 --> 16:39.420] 实际上这个宇宙的尽头啊
[16:39.420 --> 16:41.480] 宇宙的尽头啊
[16:41.480 --> 16:43.440] 就是人的心啊
[16:43.440 --> 16:44.360] 就是我们的心
[16:44.360 --> 16:45.780] 那不仅仅是人啊
[16:45.780 --> 16:46.640] 这是动物
[16:46.640 --> 16:49.200] 或者反正就是人类或者动物啊
[16:49.200 --> 16:51.040] 我们的心啊
[16:51.040 --> 16:53.280] 终生应该叫终生的心
[16:53.280 --> 16:55.240] 欲宇宙的尽头
[16:55.240 --> 16:57.420] 就是我们的中上的心啊
[16:57.420 --> 16:58.160] 所以呢
[16:58.160 --> 16:59.020] 呃
[16:59.020 --> 17:02.400] 如果了解了我们这个心的本性的话
[17:02.400 --> 17:03.380] 那就啊
[17:03.380 --> 17:05.660] 即善巧一切诸法
[17:05.660 --> 17:08.480] 那就我们所有一切法就通大了啊
[17:08.480 --> 17:10.800] 并且领悟了啊
[17:10.800 --> 17:11.660] 同时呢
[17:11.660 --> 17:13.280] 我们也就领悟了物我
[17:13.280 --> 17:15.680] 物我和空心的这个意义啊
[17:15.680 --> 17:16.580] 这个就是他
[17:16.580 --> 17:18.080] 不是他的具体的修法
[17:18.080 --> 17:19.560] 这是他的理论啊
[17:19.560 --> 17:20.380] 他前面呢
[17:20.380 --> 17:23.000] 就讲了一个这样子的这个呃
[17:23.000 --> 17:24.180] 这个理由啊
[17:24.180 --> 17:25.080] 那接下来呢
[17:25.080 --> 17:28.200] 才是真正的这个具体的修法
[17:28.200 --> 17:30.660] 这个大家一定要认认真正的绣啊
[17:30.660 --> 17:32.940] 这个红色的字啊
[17:32.940 --> 17:37.740] 大家看前面是诸东直啊
[17:37.740 --> 17:40.700] 那后面后面就不是啊
[17:40.700 --> 17:41.660] 换了一个字了
[17:41.660 --> 17:43.640] 诸东绝啊
[17:43.640 --> 17:45.000] 绝是这样子
[17:45.000 --> 17:46.740] 这两个是有区别的啊
[17:46.740 --> 17:48.700] 有区别
[17:48.700 --> 17:51.440] 前面这个部分的讲的是什么呢
[17:51.440 --> 17:52.020] 啊
[17:52.020 --> 17:53.640] 诸东智啊
[17:53.640 --> 17:55.000] 这个讲的是什么
[17:55.000 --> 17:57.100] 这个讲的是机制啊
[17:57.100 --> 17:59.520] 这个讲的是机制啊
[17:59.520 --> 18:00.760] 但是这个机制呢
[18:00.760 --> 18:03.260] 也是一个比较特殊的这个机制啊
[18:03.260 --> 18:04.220] 后面呢
[18:04.220 --> 18:04.760] 讲的呢
[18:04.760 --> 18:06.320] 那就不是讲的机制了
[18:06.320 --> 18:08.400] 后面就讲的心的本心啊
[18:08.400 --> 18:09.380] 心的本心
[18:09.380 --> 18:12.060] 我们先看这个他的机制啊
[18:12.060 --> 18:13.980] 这个是一个非常啊
[18:13.980 --> 18:15.520] 这个具体的修法
[18:15.520 --> 18:17.200] 大家一定要非常认真的
[18:17.200 --> 18:18.760] 要去修啊
[18:18.760 --> 18:19.980] 然后呢
[18:19.980 --> 18:20.780] 因此
[18:20.780 --> 18:22.140] 词重啊
[18:22.140 --> 18:23.860] 就是我们通过这个
[18:23.860 --> 18:25.780] 修这个
[18:25.780 --> 18:27.940] 修这个法的这个
[18:27.940 --> 18:29.480] 这个整个的啊
[18:29.480 --> 18:31.260] 全部的过程当中
[18:31.260 --> 18:33.040] 就要抛弃
[18:33.040 --> 18:34.740] 中度范锁的
[18:34.740 --> 18:36.500] 真理的这个啊
[18:36.500 --> 18:37.500] 辩析啊
[18:37.500 --> 18:39.480] 这个时候就就刚才不就讲了吗
[18:39.480 --> 18:40.780] 之前啊
[18:40.780 --> 18:42.500] 都是观察秀啊
[18:42.500 --> 18:43.820] 都是观察秀啊
[18:43.820 --> 18:46.480] 那现在就不观察了啊
[18:46.480 --> 18:47.280] 不观察了
[18:47.280 --> 18:49.200] 所有的这些中观里面
[18:49.200 --> 18:51.040] 讲的非常繁琐的这些
[18:51.040 --> 18:52.060] 这些理论啊
[18:52.060 --> 18:53.300] 现在啊
[18:53.300 --> 18:55.300] 就格子在一变啊
[18:55.300 --> 18:56.840] 之前是需要的啊
[18:56.840 --> 18:58.040] 一步一步一步的需要
[18:58.040 --> 18:59.720] 到了这个时候啊
[18:59.720 --> 19:02.120] 然后就不再观察了啊
[19:02.120 --> 19:02.920] 不再观察
[19:02.920 --> 19:05.960] 那这个时候不观察的话
[19:05.960 --> 19:07.020] 就会不会呢
[19:07.020 --> 19:08.580] 我们刚才不就是说了吗
[19:08.580 --> 19:10.180] 这个残滑头不就是
[19:10.180 --> 19:12.640] 这个这个成定的怪账
[19:12.640 --> 19:14.500] 那现在就就就这个
[19:14.500 --> 19:15.720] 不观察的话
[19:15.720 --> 19:17.580] 那等于就是没有怪账了吗
[19:17.580 --> 19:19.300] 那那怎么能走路呢
[19:19.300 --> 19:21.900] 到这个时候就不需要的啊
[19:21.900 --> 19:23.480] 这个在麦珀仁波切的
[19:23.480 --> 19:24.880] 定界包断论里面
[19:24.880 --> 19:26.060] 也讲过这个啊
[19:26.060 --> 19:28.680] 现实观察秀啊
[19:28.680 --> 19:30.200] 然后这个这个在
[19:30.200 --> 19:32.540] 前期是观察秀啊
[19:32.540 --> 19:33.360] 中期呢
[19:33.360 --> 19:36.040] 观察跟这个暗珠啊
[19:36.040 --> 19:37.120] 就是交替
[19:37.120 --> 19:38.920] 那后期呢
[19:38.920 --> 19:41.280] 全部都是暗珠秀
[19:41.280 --> 19:42.080] 这样子
[19:42.080 --> 19:44.440] 那么现在为什么可以暗珠秀呢
[19:44.440 --> 19:45.460] 这个观察秀
[19:45.460 --> 19:47.880] 这个部分就就就就差不多了啊
[19:47.880 --> 19:48.720] 那现在呢
[19:48.720 --> 19:51.000] 如果没有这些翻缩的
[19:51.000 --> 19:52.320] 这些辨细啊
[19:52.320 --> 19:52.960] 观察
[19:52.960 --> 19:54.340] 他也就不会
[19:54.340 --> 19:55.900] 不会裸空啊
[19:55.900 --> 19:57.140] 不会裸空啊
[19:57.140 --> 19:57.620] 这样子
[19:57.620 --> 19:58.960] 所以现在呢
[19:58.960 --> 19:59.840] 这些所有这些
[19:59.840 --> 20:01.000] 这观察就放下来
[20:01.000 --> 20:02.140] 根本就不观察啊
[20:02.140 --> 20:03.160] 然后呢
[20:03.160 --> 20:05.400] 那那不观察用什么样的方法呢
[20:05.400 --> 20:08.480] 移植正物质的窍诀
[20:08.480 --> 20:10.380] 现在就是一起
[20:10.380 --> 20:13.240] 过去的这些成就者啊
[20:13.240 --> 20:16.540] 真正的这些成就成就者啊
[20:16.540 --> 20:18.360] 比如说禅宗里面呢
[20:18.360 --> 20:19.780] 就像慧能达世
[20:19.780 --> 20:21.480] 这样子的成就者啊
[20:21.480 --> 20:22.960] 藏传佛教里面呢
[20:22.960 --> 20:24.440] 就像这个龙青霸
[20:24.440 --> 20:26.260] 这样子的这个
[20:26.260 --> 20:27.160] 这个成就者
[20:27.160 --> 20:30.220] 现在就是通过他们的这个
[20:30.220 --> 20:30.820] 这个这个
[20:30.820 --> 20:33.020] 这个桥诀来秀啊
[20:33.020 --> 20:33.760] 然后呢
[20:33.760 --> 20:35.720] 这个中观的这些观察呀
[20:35.720 --> 20:36.220] 这些这些
[20:36.220 --> 20:37.740] 这些全部都不用了
[20:37.740 --> 20:41.140] 那不用了怎么去修呢
[20:41.140 --> 20:43.100] 现在大家要注意啊
[20:43.100 --> 20:47.040] 如实向内观察自信的时候
[20:47.040 --> 20:48.820] 我们这个时候观察
[20:48.820 --> 20:50.380] 实际上是观看啊
[20:50.380 --> 20:51.620] 这个这个
[20:51.620 --> 20:53.300] 准确的说
[20:53.300 --> 20:55.040] 这个就是观看啊
[20:55.040 --> 20:57.600] 观看这个字应该是观看啊
[20:57.600 --> 20:59.120] 还不是观察啊
[20:59.120 --> 21:00.280] 然后呢
[21:00.280 --> 21:01.820] 我们大作的时候呢
[21:01.820 --> 21:03.000] 前面啊
[21:03.000 --> 21:05.780] 把这个这个披露七法做好
[21:05.780 --> 21:07.120] 排除无奇
[21:07.120 --> 21:08.120] 然后呢
[21:08.120 --> 21:09.000] 七道啊
[21:09.000 --> 21:11.560] 前面的这个出作与入作当中
[21:11.560 --> 21:12.380] 将过的
[21:12.380 --> 21:13.340] 大家都明白的
[21:13.340 --> 21:15.500] 这个全部做完了以后啊
[21:15.500 --> 21:17.340] 全部做完了以后呢
[21:17.340 --> 21:19.320] 现在心啊
[21:19.320 --> 21:20.080] 静下来
[21:20.080 --> 21:21.500] 第一步啊
[21:21.500 --> 21:23.760] 要静下来了以后呢
[21:23.760 --> 21:25.420] 就要进入到
[21:25.420 --> 21:27.500] 进入到这个
[21:27.500 --> 21:30.680] 这个机制的这个状态当中啊
[21:30.680 --> 21:32.120] 先是机制的状态
[21:32.120 --> 21:34.040] 先这样子静下来了以后呢
[21:34.040 --> 21:36.540] 然后心非常的平静啊
[21:36.540 --> 21:37.520] 非常的平静
[21:37.520 --> 21:39.500] 进入到这个当中啊
[21:39.500 --> 21:40.600] 但是
[21:40.600 --> 21:42.060] 这个是
[21:42.060 --> 21:43.100] 在后面啊
[21:43.100 --> 21:43.960] 先是这样子
[21:43.960 --> 21:45.540] 先观察的时候呢
[21:45.540 --> 21:46.460] 先不用平静
[21:46.460 --> 21:47.560] 先直接去看
[21:47.560 --> 21:48.220] 我现在
[21:48.220 --> 21:50.100] 此时此刻啊
[21:50.100 --> 21:52.160] 立即就往里面去看
[21:52.160 --> 21:52.500] 我们
[21:52.500 --> 21:54.480] 之前都讲过了啊
[21:54.480 --> 21:55.640] 讲过很多遍
[21:55.640 --> 21:56.280] 比如说
[21:56.280 --> 21:58.020] 我们的收机啊
[21:58.020 --> 21:58.700] 它有这个
[21:58.700 --> 22:00.380] 它的背面啊
[22:00.380 --> 22:02.680] 有几个这个这个这个镜头
[22:02.680 --> 22:04.000] 这是往外啊
[22:04.000 --> 22:05.100] 拍别人的
[22:05.100 --> 22:06.160] 那里面呢
[22:06.160 --> 22:07.020] 有一个镜头呢
[22:07.020 --> 22:08.740] 这是拍我自己的啊
[22:08.740 --> 22:09.760] 拍我自己的
[22:09.760 --> 22:10.700] 然后呢
[22:10.700 --> 22:11.700] 平时呢
[22:11.700 --> 22:14.740] 我们就是用这个背面的这个镜头去拍
[22:14.740 --> 22:16.880] 拍拍拍其他人啊
[22:16.880 --> 22:17.840] 那现在
[22:17.840 --> 22:18.940] 不是这样子
[22:18.940 --> 22:20.960] 现在就是反过来啊
[22:20.960 --> 22:24.720] 我用立面的这个镜头来拍我自己
[22:24.720 --> 22:26.640] 看我自己长什么样子啊
[22:26.640 --> 22:28.640] 用禅宗的话
[22:28.640 --> 22:31.360] 讲这个叫做回光返照啊
[22:31.360 --> 22:33.260] 这个叫做会光返照
[22:33.260 --> 22:34.460] 会光返照
[22:34.460 --> 22:35.900] 本来的意义呢
[22:35.900 --> 22:38.280] 比如说这个日落的时候啊
[22:38.280 --> 22:39.500] 日落的时候呢
[22:39.500 --> 22:41.500] 这个太阳落下去了以后呢
[22:41.500 --> 22:43.600] 这个光还是照回来了啊
[22:43.600 --> 22:45.400] 那个叫做回光返照
[22:45.400 --> 22:46.460] 但是呢
[22:46.460 --> 22:49.360] 借用一个这样子的这个词啊
[22:49.360 --> 22:50.460] 现在呢
[22:50.460 --> 22:52.040] 就是我们的心啊
[22:52.040 --> 22:53.060] 就像让
[22:53.060 --> 22:54.800] 不要让他看别的地方啊
[22:54.800 --> 22:55.480] 就看自己
[22:55.480 --> 22:56.960] 看自己啊
[22:56.960 --> 22:57.780] 看自己
[22:57.780 --> 22:59.040] 然后
[22:59.040 --> 23:02.580] 以前啊
[23:02.580 --> 23:04.240] 以前这个这个
[23:04.240 --> 23:08.040] 就是禅宗就经常用这个回光返照啊
[23:08.040 --> 23:09.320] 那藏传佛教呢
[23:09.320 --> 23:10.860] 藏传佛教他就这样
[23:10.860 --> 23:13.280] 比如说我尸间的时候啊
[23:13.280 --> 23:15.280] 如果我要往前尸的话呢
[23:15.280 --> 23:17.900] 那比如说某一个东西我要扔过去呢
[23:17.900 --> 23:20.240] 我可能我的眼睛往往那边砍啊
[23:20.240 --> 23:22.980] 如果我要往后面啊
[23:22.980 --> 23:25.580] 比如说往后面有一个目标啊
[23:25.580 --> 23:27.320] 我要把这个东西啊
[23:27.320 --> 23:28.380] 扔到后面
[23:28.380 --> 23:28.720] 哎
[23:28.720 --> 23:29.620] 要哎
[23:29.620 --> 23:30.520] 这样子的话呢
[23:30.520 --> 23:31.580] 那比如说
[23:31.580 --> 23:32.580] 这个时候呢
[23:32.580 --> 23:34.480] 我的心肯定是不是往
[23:34.480 --> 23:36.420] 不要不要专注前面
[23:36.420 --> 23:36.680] 我
[23:36.680 --> 23:38.840] 我的心要专注后面
[23:38.840 --> 23:39.100] 哎
[23:39.100 --> 23:41.800] 大概的意思就是这样
[23:41.800 --> 23:42.940] 同样的意思呢
[23:42.940 --> 23:44.400] 现在实际上呢
[23:44.400 --> 23:46.200] 我的心也不是往前面
[23:46.200 --> 23:47.660] 也不是目标是在后面
[23:47.660 --> 23:49.640] 就是他自己准确的说
[23:49.640 --> 23:51.680] 就是要看他自己啊
[23:51.680 --> 23:53.940] 那这么一看的时候呢
[23:53.940 --> 23:57.740] 我们就会发现两种情况啊
[23:57.740 --> 23:59.200] 两种情况啊
[23:59.200 --> 24:01.660] 就是五外乎就是两种啊
[24:01.660 --> 24:02.940] 不可能有第三第四
[24:02.940 --> 24:04.560] 第一是什么呢
[24:04.560 --> 24:06.980] 第一就是说啊
[24:06.980 --> 24:08.300] 呃呃呃
[24:08.300 --> 24:11.440] 这个观看自己的内心的时候
[24:11.440 --> 24:14.240] 观看的方式刚才已经讲清楚了啊
[24:14.240 --> 24:15.680] 观看的时候呢
[24:15.680 --> 24:19.340] 然后就是于任何啊
[24:19.340 --> 24:20.400] 不不攀缘
[24:20.400 --> 24:21.540] 意思就是说
[24:21.540 --> 24:22.800] 我的心啊
[24:22.800 --> 24:24.920] 就是根本就没有攀缘
[24:24.920 --> 24:26.220] 一直就是没有往
[24:26.220 --> 24:28.640] 往任何地方啊
[24:28.640 --> 24:28.940] 啊
[24:28.940 --> 24:29.780] 这个
[24:29.780 --> 24:30.920] 执着
[24:30.920 --> 24:31.720] 就是说
[24:31.720 --> 24:33.560] 心非常的平静啊
[24:33.560 --> 24:35.280] 往里面一看啊
[24:35.280 --> 24:36.180] 就发现
[24:36.180 --> 24:40.020] 他就现在就是一个非常非常平静的状态啊
[24:40.020 --> 24:41.360] 平静的状态
[24:41.360 --> 24:46.020] 也不是也之前我也没有故意的让他修机制
[24:46.020 --> 24:47.100] 让他这样静下来
[24:47.100 --> 24:49.240] 但是我一一观察的时候呢
[24:49.240 --> 24:52.900] 他本身自己就已经是非常非常平静的状态啊
[24:52.900 --> 24:54.020] 那么这个呢
[24:54.020 --> 24:56.220] 就是不攀缘啊
[24:56.220 --> 24:59.060] 不攀缘就是他就没有去抓啊
[24:59.060 --> 25:02.280] 没有去抓这个外面的任何的任何的东西
[25:02.280 --> 25:05.360] 他自己就是非常非常平静的状态啊
[25:05.360 --> 25:06.440] 要不呢
[25:06.440 --> 25:08.480] 就是这样子的状态啊
[25:08.480 --> 25:10.360] 要不就后面的状态
[25:10.360 --> 25:11.540] 只有两个啊
[25:11.540 --> 25:13.780] 那么如果你啊
[25:13.780 --> 25:17.180] 刚才我们讲的这种回光返着啊
[25:17.180 --> 25:18.700] 这么一看的时候呢
[25:18.700 --> 25:21.860] 他现在自己非常非常平静的状态
[25:21.860 --> 25:22.900] 现不说他是
[25:22.900 --> 25:23.760] 他是
[25:23.760 --> 25:25.080] 他是这个
[25:25.080 --> 25:28.280] 证物还是这个机制啊
[25:28.280 --> 25:29.360] 现不惯啊
[25:29.360 --> 25:31.020] 心一看的时候呢
[25:31.020 --> 25:33.640] 他本身就特别的这个平静啊
[25:33.640 --> 25:35.700] 有可能是这样子现在啊
[25:35.700 --> 25:37.540] 那么这个叫什么呢
[25:37.540 --> 25:40.340] 极命为助啊
[25:40.340 --> 25:42.340] 我们刚才主东智
[25:42.340 --> 25:44.200] 这三个里面的主啊
[25:44.200 --> 25:46.160] 这个叫做主啊
[25:46.160 --> 25:49.780] 如果我们这么往里面一看的时候
[25:49.780 --> 25:51.920] 灰光返着一看的时候呢
[25:51.920 --> 25:55.520] 若起各种的亡念啊
[25:55.520 --> 26:01.340] 如果这个时候就发现我的心里面正在产生各种各样的这个念头啊
[26:01.340 --> 26:02.840] 各种各样的念头啊
[26:02.840 --> 26:03.500] 好的念头
[26:03.500 --> 26:04.780] 不好的念头啊
[26:04.780 --> 26:07.740] 不断的在这个各种的乍念
[26:07.740 --> 26:08.680] 满天飞
[26:08.680 --> 26:11.720] 如果是这样子的这个状态的话
[26:11.720 --> 26:13.220] 那这个状态叫什么呢
[26:13.220 --> 26:13.880] 这个状态
[26:13.880 --> 26:13.900] 这个状态
[26:13.900 --> 26:15.660] 基因名为懂啊
[26:15.660 --> 26:16.080] 懂
[26:16.080 --> 26:18.540] 住和动啊
[26:18.540 --> 26:20.800] 主就是井啊
[26:20.800 --> 26:22.660] 实际上是动和井啊
[26:22.660 --> 26:23.660] 这两个啊
[26:23.660 --> 26:25.660] 然后呢
[26:25.660 --> 26:27.300] 那第三个是什么呢
[26:27.300 --> 26:29.080] 无论是主啊
[26:29.080 --> 26:30.780] 是懂啊
[26:30.780 --> 26:31.040] 是动啊
[26:31.040 --> 26:34.040] 细节如实
[26:34.040 --> 26:35.340] 自己
[26:35.340 --> 26:37.080] 觉知自信啊
[26:37.080 --> 26:38.740] 这么一看的时候呢
[26:38.740 --> 26:43.520] 我自己非常清楚的就知道我现在的这个状态啊
[26:43.520 --> 26:44.540] 要不就是动
[26:44.540 --> 26:45.920] 如果他动的话呢
[26:45.920 --> 26:47.040] 我非常的清楚
[26:47.040 --> 26:49.920] 他现在有各种各样的念头啊
[26:49.920 --> 26:51.360] 各种各样的念头
[26:51.360 --> 26:53.600] 然后每一个念头是什么啊
[26:53.600 --> 26:55.120] 念头什么时候产生了
[26:55.120 --> 26:55.600] 然后呢
[26:55.600 --> 26:56.920] 他持续了多久
[26:56.920 --> 26:57.860] 然后又忘灰
[26:57.860 --> 26:59.220] 又消失了啊
[26:59.220 --> 27:02.640] 那这些状态都是一清而出啊
[27:02.640 --> 27:04.940] 如果是这个懂的话
[27:04.940 --> 27:06.600] 那就是这个状态
[27:06.600 --> 27:08.000] 懂的状态啊
[27:08.000 --> 27:09.760] 自己非常非常的清楚
[27:09.760 --> 27:14.380] 如果他是井啊
[27:14.380 --> 27:16.160] 就是这个竹啊
[27:16.160 --> 27:17.220] 那这样子的话
[27:17.220 --> 27:18.980] 同时我也知道这个
[27:18.980 --> 27:21.140] 我现在是非常的平静啊
[27:21.140 --> 27:22.140] 非常平静
[27:22.140 --> 27:24.880] 反正这个动也好
[27:24.880 --> 27:26.040] 静也好啊
[27:26.040 --> 27:27.760] 这个状态是这个
[27:27.760 --> 27:30.380] 自己是非常清楚的知道
[27:30.380 --> 27:31.440] 清清楚楚的
[27:31.440 --> 27:34.040] 这个叫做直啊
[27:34.040 --> 27:35.160] 这个叫做直
[27:35.160 --> 27:36.560] 这个叫智
[27:36.560 --> 27:39.120] 那这样子以后呢
[27:39.120 --> 27:40.340] 我们这样子翻过来
[27:40.340 --> 27:41.500] 一看的时候呢
[27:41.500 --> 27:43.260] 那井啊
[27:43.260 --> 27:45.480] 如果知道我现在很平静的话呢
[27:45.480 --> 27:47.740] 那我们具体的方法是什么呢
[27:47.740 --> 27:49.120] 那需不需要我要去
[27:49.120 --> 27:50.960] 就要要盖造一下呀
[27:50.960 --> 27:52.240] 或者是要做个什么呢
[27:52.240 --> 27:53.220] 不需要啊
[27:53.220 --> 27:55.580] 你如果这么回光翻照
[27:55.580 --> 27:56.300] 一看的时候
[27:56.300 --> 27:57.440] 它非常平静的话
[27:57.440 --> 27:59.900] 那你就在这个平静里面啊
[27:59.900 --> 28:00.340] 带着
[28:00.340 --> 28:03.000] 就在这个平静的状态当中
[28:03.000 --> 28:03.380] 带着
[28:03.380 --> 28:04.020] 但是呢
[28:04.020 --> 28:06.440] 要知道这个过程啊
[28:06.440 --> 28:08.400] 一定要清清楚楚的知道
[28:08.400 --> 28:10.560] 如果懂啊
[28:10.560 --> 28:10.880] 如果
[28:10.880 --> 28:13.220] 如果是懂的状态啊
[28:13.220 --> 28:14.620] 是个动态啊
[28:14.620 --> 28:16.380] 静态和动态啊
[28:16.380 --> 28:16.900] 两个
[28:16.900 --> 28:18.900] 两个静态啊
